arestas = [
     [2, 0, 72],
     [22, 6, 77],
     [22, 7, 54],
     [22, 8, 41],
     [22, 9, 59],
     [22, 10, 38],
     [22, 11, 90],
     [22, 12, 33],
     [22, 13, 61],
     [22, 14, 80],
     [22, 15, 89],
     [22, 17, 70],
     [22, 18, 82],
     [22, 19, 72],
     [23, 1, 83],
     [23, 2, 77],
     [23, 3, 56],
     [23, 4, 80],
     [23, 5, 74],
     [23, 6, 56],
     [23, 8, 50],
     [23, 9, 83],
     [23, 10, 76],
     [23, 13, 61],
     [23, 14, 38],
     [23, 15, 38],
     [23, 16, 48],
     [23, 17, 89],
     [23, 18, 38],
     [23, 20, 34],
     [23, 21, 85],
     [23, 22, 60],
     [24, 0, 43],
     [24, 1, 36],
     [24, 2, 55],
     [24, 3, 63],
     [24, 4, 57],
     [24, 5, 84],
     [24, 6, 56],
     [24, 7, 42],
     [24, 9, 70],
     [24, 10, 38],
     [24, 11, 31],
     [24, 16, 54],
     [24, 17, 30],
     [24, 18, 49],
     [24, 19, 68],
     [24, 20, 39],
     [24, 21, 35],
     [24, 22, 75],
     [25, 0, 78],
     [25, 1, 63],
     [25, 2, 85],
     [25, 4, 33],
     [25, 5, 67],
     [25, 6, 65],
     [25, 7, 60],
     [25, 8, 73],
     [25, 11, 68],
     [25, 13, 74],
     [25, 15, 89],
     [25, 18, 88],
     [25, 19, 60],
     [25, 20, 52],
     [25, 21, 33],
     [25, 22, 56],
     [25, 23, 78],
     [25, 24, 90],
     [26, 0, 50],
     [26, 1, 54],
     [26, 2, 48],
     [26, 3, 46],
     [26, 7, 76],
     [26, 9, 73],
     [26, 11, 34],
     [26, 14, 47],
     [26, 15, 58],
     [26, 16, 80],
     [26, 18, 42],
     [26, 19, 86],
     [26, 20, 51],
     [26, 21, 71],
     [26, 23, 58],
     [26, 25, 45],
     [27, 0, 83],
     [27, 1, 87],
     [27, 2, 56],
     [27, 4, 89],
     [27, 5, 64],
     [27, 6, 81],
     [27, 7, 61],
     [27, 8, 80],
     [27, 9, 65],
     [27, 10, 37],
     [27, 11, 46],
     [27, 12, 60],
     [27, 13, 68],
     [27, 14, 80],
     [27, 16, 40],
     [27, 17, 82],
     [27, 18, 80],
     [27, 19, 76],
     [27, 21, 34],
     [27, 22, 36],
     [27, 23, 52],
     [27, 24, 39],
     [27, 26, 81],
     [28, 0, 77],
     [28, 1, 34],
     [28, 2, 73],
     [28, 3, 30],
     [28, 4, 51],
     [28, 6, 34],
     [28, 9, 90],
     [28, 10, 30],
     [28, 11, 34],
     [28, 12, 59],
     [28, 14, 87],
     [28, 15, 75],
     [28, 17, 66],
     [28, 18, 30],
     [28, 20, 80],
     [28, 21, 31],
     [28, 22, 54],
     [28, 23, 36],
     [28, 24, 33],
     [29, 3, 68],
     [29, 4, 69],
     [29, 5, 33],
     [29, 6, 53],
     [29, 7, 44],
     [29, 8, 88],
     [29, 9, 37],
     [29, 13, 40],
     [29, 14, 71],
     [29, 15, 68],
     [29, 16, 62],
     [29, 17, 82],
     [29, 18, 69],
     [29, 19, 58],
     [29, 21, 77],
     [29, 22, 69],
     [29, 24, 41],
     [29, 25, 38],
     [29, 26, 49],
     [29, 27, 45],
     [29, 28, 84],
     [30, 1, 62],
     [30, 2, 54],
     [30, 5, 32],
     [30, 7, 65],
     [30, 8, 58],
     [30, 9, 68],
     [30, 10, 51],
     [30, 11, 65],
     [30, 12, 85],
     [30, 13, 46],
     [30, 14, 69],
     [30, 17, 67],
     [30, 19, 90],
     [30, 20, 71],
     [30, 23, 74],
     [30, 24, 64],
     [30, 25, 56],
     [30, 27, 51],
     [30, 29, 83],
     [31, 3, 50],
     [31, 6, 55],
     [31, 7, 31],
     [31, 8, 68],
     [31, 11, 35],
     [31, 13, 35],
     [31, 14, 74],
     [31, 16, 64],
     [31, 17, 58],
     [31, 18, 71],
     [31, 19, 34],
     [31, 20, 50],
     [31, 22, 81],
     [31, 23, 38],
     [31, 24, 79],
     [31, 25, 56],
     [31, 27, 34],
     [31, 28, 43],
     [31, 29, 31],
     [32, 1, 72],
     [32, 2, 41],
     [32, 4, 73],
     [32, 6, 84],
     [32, 9, 87],
     [32, 11, 77],
     [32, 12, 69],
     [32, 16, 57],
     [32, 17, 44],
     [32, 18, 34],
     [32, 19, 63],
     [32, 20, 88],
     [32, 21, 75],
     [32, 22, 57],
     [32, 23, 82],
     [32, 24, 58],
     [32, 25, 32],
     [32, 26, 62],
     [32, 29, 39],
     [32, 30, 88],
     [32, 31, 60],
     [33, 0, 65],
     [33, 1, 50],
     [33, 2, 70],
     [33, 3, 34],
     [33, 4, 49],
     [33, 5, 50],
     [33, 6, 85],
     [33, 8, 70],
     [33, 9, 58],
     [33, 11, 75],
     [33, 12, 88],
     [33, 13, 86],
     [33, 14, 75],
     [33, 15, 83],
     [33, 16, 88],
     [33, 17, 38],
     [33, 20, 76],
     [33, 23, 56],
     [33, 26, 32],
     [33, 27, 60],
     [33, 29, 85],
     [33, 30, 86],
     [33, 31, 65],
     [34, 0, 34],
     [34, 1, 36],
     [34, 2, 31],
     [34, 3, 71],
     [34, 6, 68],
     [34, 7, 62],
     [34, 9, 50],
     [34, 10, 73],
     [34, 11, 68],
     [34, 15, 88],
     [34, 16, 39],
     [34, 18, 36],
     [34, 20, 42],
     [34, 21, 58],
     [34, 24, 85],
     [34, 25, 62],
     [34, 26, 59],
     [34, 27, 68],
     [34, 29, 83],
     [34, 31, 64],
     [34, 33, 90],
     [35, 0, 79],
     [35, 1, 34],
     [35, 3, 50],
     [35, 4, 30],
     [35, 5, 78],
     [35, 6, 67],
     [35, 7, 33],
     [35, 8, 78],
     [35, 9, 72],
     [35, 10, 31],
     [35, 12, 45],
     [35, 13, 66],
     [35, 15, 67],
     [35, 17, 60],
     [35, 18, 75],
     [35, 19, 43],
     [35, 20, 36],
     [35, 23, 87],
     [35, 25, 89],
     [35, 27, 63],
     [35, 28, 82],
     [35, 30, 53],
     [35, 34, 63],
     [36, 1, 42],
     [36, 3, 38],
     [36, 4, 47],
     [36, 6, 65],
     [36, 7, 80],
     [36, 12, 48],
     [36, 13, 49],
     [36, 14, 62],
     [36, 15, 38],
     [36, 18, 74],
     [36, 19, 50],
     [36, 20, 59],
     [36, 21, 65],
     [36, 22, 44],
     [36, 25, 83],
     [36, 29, 81],
     [36, 30, 59],
     [36, 32, 58],
     [36, 33, 77],
     [36, 35, 76],
     [37, 1, 49],
     [37, 4, 65],
     [37, 5, 44],
     [37, 7, 70],
     [37, 8, 84],
     [37, 11, 76],
     [37, 12, 32],
     [37, 15, 69],
     [37, 16, 75],
     [37, 17, 37],
     [37, 19, 50],
     [37, 20, 63],
     [37, 21, 34],
     [37, 22, 60],
     [37, 23, 78],
     [37, 24, 34],
     [37, 26, 41],
     [37, 28, 48],
     [37, 29, 51],
     [37, 30, 62],
     [37, 31, 81],
     [37, 32, 84],
     [37, 33, 35],
     [37, 34, 40],
     [37, 36, 64],
     [38, 0, 54],
     [38, 2, 63],
     [38, 3, 87],
     [38, 4, 45],
     [38, 5, 74],
     [38, 6, 52],
     [38, 8, 84],
     [38, 9, 58],
     [38, 10, 72],
     [38, 11, 65],
     [38, 12, 42],
     [38, 13, 40],
     [38, 14, 49],
     [38, 16, 68],
     [38, 17, 62],
     [38, 18, 77],
     [38, 19, 55],
     [38, 20, 64],
     [38, 23, 30],
     [38, 24, 63],
     [38, 25, 62],
     [38, 27, 37],
     [38, 28, 90],
     [38, 31, 86],
     [38, 32, 47],
     [38, 34, 90],
     [38, 35, 58],
     [38, 36, 38],
     [38, 37, 40],
     [39, 0, 81],
     [39, 1, 55],
     [39, 2, 82],
     [39, 3, 85],
     [39, 6, 86],
     [39, 7, 42],
     [39, 8, 84],
     [39, 9, 83],
     [39, 10, 89],
     [39, 11, 32],
     [39, 13, 88],
     [39, 15, 49],
     [39, 17, 40],
     [39, 18, 39],
     [39, 19, 64],
     [39, 24, 75],
     [39, 25, 63],
     [39, 26, 71],
     [39, 28, 57],
     [39, 29, 37],
     [39, 30, 43],
     [39, 31, 66],
     [39, 34, 61],
     [39, 36, 77],
     [39, 37, 52],
     [39, 38, 47],
     [40, 0, 56],
     [40, 2, 57],
     [40, 3, 72],
     [40, 4, 82],
     [40, 5, 75],
     [40, 8, 88],
     [40, 9, 36],
     [40, 12, 77],
     [40, 13, 44],
     [40, 14, 39],
     [40, 15, 54],
     [40, 17, 82],
     [40, 18, 86],
     [40, 19, 40],
     [40, 20, 38],
     [40, 23, 47],
     [40, 25, 40],
     [40, 27, 72],
     [40, 28, 48],
     [40, 31, 81],
     [40, 32, 64],
     [40, 33, 76],
     [40, 35, 72],
     [40, 38, 42],
     [41, 1, 47],
     [41, 3, 49],
     [41, 4, 64],
     [41, 5, 88],
     [41, 6, 67],
     [41, 9, 83],
     [41, 10, 31],
     [41, 11, 57],
     [41, 13, 52],
     [41, 15, 79],
     [41, 16, 31],
     [41, 17, 32],
     [41, 20, 48],
     [41, 26, 81],
     [41, 28, 75],
     [41, 29, 46],
     [41, 30, 46],
     [41, 31, 41],
     [41, 32, 46],
     [41, 34, 34],
     [41, 35, 89],
     [41, 37, 67],
     [41, 38, 65],
     [41, 39, 78],
     [41, 40, 71],
     [42, 1, 31],
     [42, 4, 46],
     [42, 6, 33],
     [42, 7, 67],
     [42, 8, 57],
     [42, 9, 48],
     [42, 10, 73],
     [42, 11, 72],
     [42, 13, 72],
     [42, 16, 46],
     [42, 17, 43],
     [42, 19, 74],
     [42, 20, 32],
     [42, 22, 53],
     [42, 23, 47],
     [42, 24, 76],
     [42, 27, 38],
     [42, 31, 43],
     [42, 33, 30],
     [42, 35, 32],
     [42, 37, 61],
     [42, 38, 33],
     [42, 39, 57],
     [42, 40, 88],
     [42, 41, 53],
     [43, 1, 79],
     [43, 2, 43],
     [43, 4, 86],
     [43, 6, 41],
     [43, 7, 61],
     [43, 9, 75],
     [43, 10, 32],
     [43, 12, 82],
     [43, 13, 81],
     [43, 16, 43],
     [43, 17, 51],
     [43, 20, 89],
     [43, 22, 69],
     [43, 23, 41],
     [43, 25, 73],
     [43, 26, 65],
     [43, 27, 70],
     [43, 28, 69],
     [43, 30, 89],
     [43, 33, 66],
     [43, 34, 88],
     [43, 35, 64],
     [43, 36, 60],
     [43, 38, 57],
     [43, 39, 77],
     [43, 41, 65],
     [44, 0, 49],
     [44, 2, 73],
     [44, 3, 52],
     [44, 4, 49],
     [44, 5, 45],
     [44, 8, 32],
     [44, 9, 77],
     [44, 10, 66],
     [44, 16, 79],
     [44, 18, 82],
     [44, 19, 55],
     [44, 20, 74],
     [44, 23, 56],
     [44, 25, 83],
     [44, 26, 49],
     [44, 27, 76],
     [44, 28, 53],
     [44, 30, 70],
     [44, 33, 31],
     [44, 34, 64],
     [44, 35, 37],
     [44, 36, 74],
     [44, 37, 64],
     [44, 39, 45],
     [44, 40, 65],
     [44, 41, 31],
     [44, 43, 50],
     [45, 0, 47],
     [45, 2, 87],
     [45, 3, 87],
     [45, 4, 47],
     [45, 5, 69],
     [45, 6, 83],
     [45, 8, 38],
     [45, 9, 66],
     [45, 10, 90],
     [45, 11, 43],
     [45, 12, 87],
     [45, 14, 78],
     [45, 15, 44],
     [45, 16, 45],
     [45, 17, 42],
     [45, 18, 56],
     [45, 22, 47],
     [45, 25, 69],
     [45, 26, 79],
     [45, 27, 84],
     [45, 29, 47],
     [45, 30, 89],
     [45, 31, 43],
     [45, 32, 59],
     [45, 34, 64],
     [45, 36, 84],
     [45, 37, 67],
     [45, 38, 86],
     [45, 39, 69],
     [45, 40, 59],
     [45, 41, 51],
     [45, 42, 46],
     [46, 0, 42],
     [46, 1, 71],
     [46, 2, 78],
     [46, 8, 60],
     [46, 9, 44],
     [46, 11, 64],
     [46, 13, 77],
     [46, 14, 66],
     [46, 16, 65],
     [46, 19, 76],
     [46, 20, 65],
     [46, 21, 75],
     [46, 23, 74],
     [46, 24, 35],
     [46, 26, 78],
     [46, 28, 53],
     [46, 29, 59],
     [46, 32, 77],
     [46, 33, 33],
     [46, 34, 44],
     [46, 35, 60],
     [46, 37, 53],
     [46, 38, 70],
     [46, 39, 85],
     [46, 40, 36],
     [46, 41, 43],
     [46, 42, 47],
     [46, 43, 50],
     [46, 45, 51],
     [47, 2, 76],
     [47, 3, 41],
     [47, 4, 60],
     [47, 5, 62],
     [47, 6, 84],
     [47, 8, 50],
     [47, 9, 30],
     [47, 11, 39],
     [47, 13, 31],
     [47, 14, 65],
     [47, 15, 34],
     [47, 16, 67],
     [47, 19, 80],
     [47, 21, 53],
     [47, 22, 30],
     [47, 23, 39],
     [47, 24, 45],
     [47, 25, 87],
     [47, 26, 33],
     [47, 28, 88],
     [47, 29, 76],
     [47, 32, 69],
     [47, 34, 40],
     [47, 35, 75],
     [47, 38, 84],
     [47, 39, 40],
     [47, 40, 58],
     [47, 41, 38],
     [47, 42, 60],
     [47, 44, 61],
     [47, 46, 67],
     [48, 0, 38],
     [48, 2, 71],
     [48, 5, 67],
     [48, 6, 35],
     [48, 8, 85],
     [48, 9, 71],
     [48, 10, 86],
     [48, 11, 52],
     [48, 12, 80],
     [48, 14, 47],
     [48, 16, 40],
     [48, 17, 59],
     [48, 18, 68],
     [48, 19, 86],
     [48, 20, 87],
     [48, 21, 79],
     [48, 23, 60],
     [48, 25, 55],
     [48, 27, 72],
     [48, 28, 71],
     [48, 32, 34],
     [48, 34, 31],
     [48, 36, 57],
     [48, 38, 43],
     [48, 44, 49],
     [48, 46, 38],
     [48, 47, 36],
     [49, 0, 89],
     [49, 2, 40],
     [49, 3, 54],
     [49, 4, 33],
     [49, 5, 49],
     [49, 6, 62],
     [49, 7, 51],
     [49, 9, 45],
     [49, 10, 75],
     [49, 12, 86],
     [49, 13, 49],
     [49, 14, 83],
     [49, 16, 42],
     [49, 17, 32],
     [49, 19, 86],
     [49, 20, 74],
     [49, 22, 83],
     [49, 24, 81],
     [49, 25, 68],
     [49, 26, 40],
     [49, 27, 61],
     [49, 28, 60],
     [49, 30, 31],
     [49, 32, 73],
     [49, 33, 58],
     [49, 34, 64],
     [49, 35, 56],
     [49, 36, 39],
     [49, 38, 33],
     [49, 39, 66],
     [49, 40, 46],
     [49, 43, 31],
     [49, 44, 71],
     [49, 45, 89],
     [49, 48, 56]
]
