arestas = [
     [1, 0, 85],
     [38, 32, 44],
     [38, 33, 65],
     [38, 34, 71],
     [38, 35, 78],
     [38, 37, 68],
     [39, 0, 74],
     [39, 1, 62],
     [39, 2, 74],
     [39, 3, 63],
     [39, 4, 42],
     [39, 5, 71],
     [39, 6, 85],
     [39, 8, 50],
     [39, 9, 75],
     [39, 10, 85],
     [39, 11, 83],
     [39, 15, 85],
     [39, 16, 42],
     [39, 17, 53],
     [39, 18, 77],
     [39, 21, 51],
     [39, 23, 49],
     [39, 25, 47],
     [39, 27, 52],
     [39, 28, 52],
     [39, 30, 43],
     [39, 31, 84],
     [39, 34, 47],
     [39, 38, 30],
     [40, 2, 75],
     [40, 3, 39],
     [40, 6, 87],
     [40, 7, 76],
     [40, 8, 75],
     [40, 10, 44],
     [40, 11, 89],
     [40, 14, 30],
     [40, 15, 44],
     [40, 16, 63],
     [40, 17, 53],
     [40, 20, 86],
     [40, 21, 59],
     [40, 23, 51],
     [40, 24, 86],
     [40, 25, 33],
     [40, 27, 88],
     [40, 28, 76],
     [40, 30, 73],
     [40, 31, 73],
     [40, 32, 80],
     [40, 33, 60],
     [40, 34, 86],
     [40, 36, 41],
     [40, 37, 81],
     [41, 2, 78],
     [41, 4, 54],
     [41, 6, 58],
     [41, 7, 30],
     [41, 10, 78],
     [41, 13, 33],
     [41, 15, 77],
     [41, 18, 38],
     [41, 20, 75],
     [41, 22, 82],
     [41, 26, 61],
     [41, 28, 46],
     [41, 30, 45],
     [41, 33, 39],
     [41, 34, 59],
     [41, 35, 54],
     [41, 36, 48],
     [41, 37, 30],
     [41, 39, 51],
     [42, 0, 72],
     [42, 1, 71],
     [42, 3, 72],
     [42, 6, 69],
     [42, 9, 59],
     [42, 11, 81],
     [42, 12, 50],
     [42, 14, 72],
     [42, 15, 48],
     [42, 16, 65],
     [42, 17, 43],
     [42, 20, 84],
     [42, 21, 81],
     [42, 22, 55],
     [42, 23, 75],
     [42, 25, 69],
     [42, 28, 54],
     [42, 29, 90],
     [42, 30, 63],
     [42, 31, 31],
     [42, 32, 55],
     [42, 33, 90],
     [42, 38, 71],
     [42, 40, 43],
     [42, 41, 69],
     [43, 1, 47],
     [43, 2, 60],
     [43, 4, 39],
     [43, 5, 53],
     [43, 6, 37],
     [43, 7, 56],
     [43, 8, 84],
     [43, 9, 37],
     [43, 12, 56],
     [43, 14, 69],
     [43, 16, 87],
     [43, 20, 38],
     [43, 22, 68],
     [43, 24, 87],
     [43, 25, 34],
     [43, 26, 41],
     [43, 28, 83],
     [43, 29, 51],
     [43, 30, 58],
     [43, 31, 60],
     [43, 32, 71],
     [43, 34, 80],
     [43, 35, 42],
     [43, 37, 88],
     [43, 39, 67],
     [43, 40, 76],
     [43, 41, 38],
     [43, 42, 67],
     [44, 0, 88],
     [44, 1, 89],
     [44, 2, 39],
     [44, 5, 70],
     [44, 6, 71],
     [44, 9, 89],
     [44, 10, 84],
     [44, 20, 44],
     [44, 21, 89],
     [44, 22, 65],
     [44, 23, 73],
     [44, 24, 65],
     [44, 26, 47],
     [44, 27, 37],
     [44, 31, 75],
     [44, 33, 67],
     [44, 34, 51],
     [44, 35, 32],
     [44, 37, 60],
     [44, 39, 90],
     [44, 41, 31],
     [44, 43, 75],
     [45, 0, 89],
     [45, 1, 82],
     [45, 2, 87],
     [45, 3, 34],
     [45, 5, 87],
     [45, 6, 61],
     [45, 7, 45],
     [45, 8, 84],
     [45, 13, 61],
     [45, 15, 66],
     [45, 16, 35],
     [45, 17, 45],
     [45, 18, 75],
     [45, 20, 70],
     [45, 23, 31],
     [45, 25, 89],
     [45, 28, 39],
     [45, 29, 34],
     [45, 31, 76],
     [45, 32, 62],
     [45, 33, 83],
     [45, 35, 30],
     [45, 37, 66],
     [45, 38, 69],
     [45, 39, 51],
     [45, 43, 89],
     [46, 0, 63],
     [46, 3, 84],
     [46, 4, 57],
     [46, 6, 40],
     [46, 7, 71],
     [46, 8, 40],
     [46, 9, 40],
     [46, 10, 30],
     [46, 11, 48],
     [46, 12, 62],
     [46, 13, 36],
     [46, 14, 90],
     [46, 15, 40],
     [46, 16, 47],
     [46, 17, 68],
     [46, 18, 69],
     [46, 19, 53],
     [46, 20, 90],
     [46, 21, 63],
     [46, 22, 86],
     [46, 23, 81],
     [46, 25, 69],
     [46, 26, 65],
     [46, 27, 53],
     [46, 28, 72],
     [46, 30, 34],
     [46, 32, 70],
     [46, 34, 84],
     [46, 36, 55],
     [46, 37, 61],
     [46, 39, 81],
     [46, 40, 49],
     [46, 41, 35],
     [46, 42, 36],
     [46, 43, 46],
     [46, 44, 89],
     [46, 45, 75],
     [47, 0, 55],
     [47, 1, 48],
     [47, 2, 39],
     [47, 4, 85],
     [47, 7, 35],
     [47, 10, 62],
     [47, 11, 62],
     [47, 12, 58],
     [47, 13, 86],
     [47, 15, 46],
     [47, 16, 80],
     [47, 17, 43],
     [47, 18, 67],
     [47, 19, 77],
     [47, 20, 90],
     [47, 23, 42],
     [47, 24, 77],
     [47, 25, 80],
     [47, 28, 49],
     [47, 29, 56],
     [47, 31, 88],
     [47, 32, 74],
     [47, 33, 89],
     [47, 34, 57],
     [47, 35, 45],
     [47, 36, 56],
     [47, 39, 74],
     [47, 40, 64],
     [47, 41, 80],
     [47, 42, 32],
     [47, 44, 58],
     [47, 45, 48],
     [47, 46, 79],
     [48, 1, 80],
     [48, 3, 38],
     [48, 4, 36],
     [48, 5, 67],
     [48, 8, 77],
     [48, 10, 59],
     [48, 12, 36],
     [48, 14, 80],
     [48, 15, 43],
     [48, 16, 88],
     [48, 18, 63],
     [48, 19, 70],
     [48, 21, 76],
     [48, 22, 86],
     [48, 23, 32],
     [48, 24, 60],
     [48, 25, 40],
     [48, 26, 34],
     [48, 27, 66],
     [48, 29, 62],
     [48, 30, 50],
     [48, 31, 86],
     [48, 32, 67],
     [48, 34, 46],
     [48, 36, 88],
     [48, 37, 40],
     [48, 38, 87],
     [48, 40, 47],
     [48, 41, 82],
     [48, 42, 65],
     [48, 44, 53],
     [48, 45, 52],
     [48, 47, 72],
     [49, 0, 49],
     [49, 1, 44],
     [49, 2, 79],
     [49, 3, 79],
     [49, 5, 82],
     [49, 6, 40],
     [49, 8, 51],
     [49, 9, 89],
     [49, 10, 47],
     [49, 12, 52],
     [49, 14, 61],
     [49, 16, 80],
     [49, 17, 45],
     [49, 18, 83],
     [49, 20, 46],
     [49, 21, 59],
     [49, 22, 30],
     [49, 23, 86],
     [49, 24, 88],
     [49, 25, 47],
     [49, 27, 89],
     [49, 30, 70],
     [49, 33, 46],
     [49, 34, 39],
     [49, 35, 35],
     [49, 36, 50],
     [49, 37, 41],
     [49, 39, 88],
     [49, 41, 34],
     [49, 44, 51],
     [49, 46, 68],
     [49, 47, 79],
     [50, 1, 83],
     [50, 5, 61],
     [50, 9, 90],
     [50, 10, 84],
     [50, 11, 58],
     [50, 13, 48],
     [50, 14, 61],
     [50, 15, 56],
     [50, 16, 64],
     [50, 17, 85],
     [50, 19, 56],
     [50, 20, 46],
     [50, 21, 54],
     [50, 22, 77],
     [50, 23, 89],
     [50, 24, 80],
     [50, 25, 45],
     [50, 26, 58],
     [50, 27, 45],
     [50, 29, 76],
     [50, 30, 82],
     [50, 31, 59],
     [50, 33, 32],
     [50, 34, 35],
     [50, 35, 36],
     [50, 38, 55],
     [50, 39, 47],
     [50, 42, 43],
     [50, 43, 35],
     [50, 44, 82],
     [50, 48, 32],
     [50, 49, 67],
     [51, 0, 77],
     [51, 2, 36],
     [51, 3, 54],
     [51, 8, 69],
     [51, 10, 72],
     [51, 11, 35],
     [51, 12, 65],
     [51, 13, 77],
     [51, 14, 79],
     [51, 15, 53],
     [51, 19, 65],
     [51, 20, 81],
     [51, 21, 79],
     [51, 22, 59],
     [51, 23, 53],
     [51, 24, 90],
     [51, 26, 86],
     [51, 27, 60],
     [51, 28, 47],
     [51, 30, 81],
     [51, 32, 34],
     [51, 33, 71],
     [51, 34, 74],
     [51, 35, 83],
     [51, 36, 74],
     [51, 38, 39],
     [51, 40, 72],
     [51, 41, 76],
     [51, 42, 63],
     [51, 43, 83],
     [51, 44, 51],
     [51, 45, 48],
     [51, 47, 81],
     [51, 48, 88],
     [51, 49, 38],
     [52, 0, 80],
     [52, 1, 31],
     [52, 2, 49],
     [52, 3, 30],
     [52, 4, 41],
     [52, 5, 90],
     [52, 6, 44],
     [52, 10, 44],
     [52, 12, 87],
     [52, 14, 45],
     [52, 16, 57],
     [52, 17, 44],
     [52, 18, 80],
     [52, 20, 59],
     [52, 22, 78],
     [52, 24, 47],
     [52, 25, 78],
     [52, 28, 74],
     [52, 31, 39],
     [52, 32, 68],
     [52, 33, 42],
     [52, 34, 47],
     [52, 35, 78],
     [52, 37, 51],
     [52, 38, 65],
     [52, 39, 73],
     [52, 40, 63],
     [52, 42, 74],
     [52, 43, 69],
     [52, 46, 38],
     [52, 47, 81],
     [52, 48, 78],
     [52, 49, 62],
     [52, 51, 85],
     [53, 1, 33],
     [53, 2, 61],
     [53, 3, 90],
     [53, 5, 44],
     [53, 7, 69],
     [53, 8, 31],
     [53, 9, 41],
     [53, 10, 76],
     [53, 11, 35],
     [53, 13, 35],
     [53, 14, 39],
     [53, 15, 66],
     [53, 16, 87],
     [53, 18, 39],
     [53, 20, 77],
     [53, 25, 76],
     [53, 26, 84],
     [53, 27, 78],
     [53, 29, 30],
     [53, 30, 41],
     [53, 34, 86],
     [53, 36, 58],
     [53, 37, 51],
     [53, 38, 65],
     [53, 40, 80],
     [53, 41, 44],
     [53, 42, 35],
     [53, 44, 56],
     [53, 45, 84],
     [53, 47, 45],
     [53, 49, 36],
     [53, 50, 41],
     [54, 0, 79],
     [54, 2, 84],
     [54, 3, 48],
     [54, 4, 48],
     [54, 5, 34],
     [54, 6, 53],
     [54, 7, 34],
     [54, 8, 32],
     [54, 9, 44],
     [54, 10, 53],
     [54, 11, 30],
     [54, 12, 64],
     [54, 15, 44],
     [54, 17, 31],
     [54, 18, 33],
     [54, 19, 44],
     [54, 21, 41],
     [54, 22, 40],
     [54, 23, 41],
     [54, 24, 59],
     [54, 26, 76],
     [54, 29, 59],
     [54, 30, 64],
     [54, 31, 37],
     [54, 34, 44],
     [54, 35, 56],
     [54, 36, 75],
     [54, 37, 42],
     [54, 38, 84],
     [54, 39, 43],
     [54, 40, 41],
     [54, 43, 36],
     [54, 44, 56],
     [54, 45, 86],
     [54, 46, 75],
     [54, 47, 67],
     [54, 48, 41],
     [54, 49, 49],
     [54, 51, 47],
     [54, 52, 36],
     [54, 53, 41],
     [55, 1, 72],
     [55, 2, 49],
     [55, 4, 85],
     [55, 6, 40],
     [55, 7, 49],
     [55, 9, 33],
     [55, 10, 70],
     [55, 11, 90],
     [55, 12, 86],
     [55, 13, 36],
     [55, 15, 65],
     [55, 16, 88],
     [55, 17, 30],
     [55, 18, 50],
     [55, 19, 83],
     [55, 20, 55],
     [55, 21, 56],
     [55, 22, 46],
     [55, 23, 66],
     [55, 24, 42],
     [55, 25, 36],
     [55, 26, 39],
     [55, 27, 84],
     [55, 28, 36],
     [55, 29, 71],
     [55, 30, 85],
     [55, 31, 76],
     [55, 32, 76],
     [55, 33, 49],
     [55, 34, 33],
     [55, 35, 82],
     [55, 36, 90],
     [55, 37, 70],
     [55, 38, 31],
     [55, 39, 75],
     [55, 40, 42],
     [55, 41, 54],
     [55, 42, 55],
     [55, 43, 88],
     [55, 45, 62],
     [55, 47, 65],
     [55, 49, 79],
     [55, 52, 88],
     [55, 53, 45],
     [56, 0, 54],
     [56, 1, 51],
     [56, 2, 33],
     [56, 4, 56],
     [56, 5, 53],
     [56, 7, 79],
     [56, 8, 90],
     [56, 9, 55],
     [56, 11, 83],
     [56, 13, 71],
     [56, 14, 36],
     [56, 15, 33],
     [56, 16, 61],
     [56, 17, 86],
     [56, 22, 35],
     [56, 23, 83],
     [56, 24, 37],
     [56, 25, 62],
     [56, 26, 86],
     [56, 28, 56],
     [56, 30, 61],
     [56, 31, 88],
     [56, 32, 77],
     [56, 33, 45],
     [56, 34, 65],
     [56, 35, 38],
     [56, 38, 35],
     [56, 39, 50],
     [56, 40, 32],
     [56, 41, 85],
     [56, 45, 42],
     [56, 46, 61],
     [56, 48, 31],
     [56, 49, 69],
     [56, 51, 51],
     [56, 53, 80],
     [56, 54, 49],
     [57, 1, 90],
     [57, 2, 54],
     [57, 3, 48],
     [57, 7, 78],
     [57, 8, 66],
     [57, 9, 43],
     [57, 10, 70],
     [57, 11, 52],
     [57, 12, 60],
     [57, 13, 54],
     [57, 15, 45],
     [57, 16, 84],
     [57, 19, 37],
     [57, 20, 71],
     [57, 21, 73],
     [57, 22, 64],
     [57, 23, 69],
     [57, 25, 54],
     [57, 27, 60],
     [57, 28, 51],
     [57, 30, 52],
     [57, 31, 34],
     [57, 32, 70],
     [57, 33, 35],
     [57, 34, 45],
     [57, 36, 89],
     [57, 37, 68],
     [57, 39, 90],
     [57, 40, 61],
     [57, 41, 53],
     [57, 42, 68],
     [57, 43, 48],
     [57, 44, 43],
     [57, 45, 69],
     [57, 46, 83],
     [57, 47, 79],
     [57, 48, 47],
     [57, 49, 82],
     [57, 54, 34],
     [57, 55, 36],
     [57, 56, 33],
     [58, 1, 54],
     [58, 2, 90],
     [58, 3, 52],
     [58, 6, 31],
     [58, 9, 69],
     [58, 11, 88],
     [58, 12, 82],
     [58, 13, 37],
     [58, 14, 70],
     [58, 15, 70],
     [58, 17, 73],
     [58, 20, 31],
     [58, 21, 71],
     [58, 22, 42],
     [58, 23, 78],
     [58, 24, 52],
     [58, 26, 79],
     [58, 27, 47],
     [58, 30, 45],
     [58, 31, 83],
     [58, 32, 84],
     [58, 34, 78],
     [58, 35, 38],
     [58, 36, 79],
     [58, 37, 57],
     [58, 38, 90],
     [58, 40, 70],
     [58, 41, 42],
     [58, 43, 76],
     [58, 48, 46],
     [58, 49, 60],
     [58, 50, 32],
     [58, 51, 52],
     [58, 53, 56],
     [58, 57, 87],
     [59, 1, 68],
     [59, 2, 50],
     [59, 3, 30],
     [59, 4, 72],
     [59, 5, 51],
     [59, 6, 61],
     [59, 8, 58],
     [59, 9, 49],
     [59, 10, 69],
     [59, 11, 76],
     [59, 12, 48],
     [59, 13, 84],
     [59, 14, 73],
     [59, 16, 39],
     [59, 19, 81],
     [59, 20, 87],
     [59, 25, 33],
     [59, 26, 67],
     [59, 28, 34],
     [59, 29, 39],
     [59, 30, 41],
     [59, 31, 76],
     [59, 33, 65],
     [59, 34, 63],
     [59, 35, 55],
     [59, 36, 62],
     [59, 37, 53],
     [59, 38, 53],
     [59, 39, 54],
     [59, 42, 42],
     [59, 43, 41],
     [59, 44, 84],
     [59, 46, 78],
     [59, 49, 66],
     [59, 51, 85],
     [59, 52, 64],
     [59, 54, 45],
     [59, 55, 53],
     [59, 56, 76],
     [60, 0, 61],
     [60, 1, 42],
     [60, 4, 87],
     [60, 5, 87],
     [60, 6, 32],
     [60, 7, 76],
     [60, 9, 63],
     [60, 11, 31],
     [60, 14, 59],
     [60, 15, 50],
     [60, 16, 43],
     [60, 17, 54],
     [60, 19, 63],
     [60, 20, 70],
     [60, 21, 51],
     [60, 22, 46],
     [60, 23, 39],
     [60, 25, 56],
     [60, 26, 72],
     [60, 28, 72],
     [60, 29, 65],
     [60, 30, 66],
     [60, 33, 45],
     [60, 34, 39],
     [60, 35, 73],
     [60, 36, 72],
     [60, 37, 47],
     [60, 39, 43],
     [60, 42, 34],
     [60, 43, 79],
     [60, 44, 88],
     [60, 45, 57],
     [60, 46, 41],
     [60, 47, 47],
     [60, 48, 34],
     [60, 49, 37],
     [60, 50, 83],
     [60, 51, 72],
     [60, 52, 73],
     [60, 55, 67],
     [60, 56, 78],
     [60, 57, 66],
     [60, 58, 74],
     [61, 0, 32],
     [61, 2, 54],
     [61, 3, 58],
     [61, 4, 89],
     [61, 5, 42],
     [61, 7, 72],
     [61, 9, 89],
     [61, 10, 51],
     [61, 16, 89],
     [61, 18, 73],
     [61, 19, 30],
     [61, 22, 76],
     [61, 23, 53],
     [61, 24, 77],
     [61, 25, 44],
     [61, 26, 32],
     [61, 27, 45],
     [61, 28, 35],
     [61, 29, 71],
     [61, 30, 36],
     [61, 31, 77],
     [61, 36, 73],
     [61, 37, 31],
     [61, 38, 46],
     [61, 39, 87],
     [61, 40, 32],
     [61, 41, 65],
     [61, 42, 68],
     [61, 48, 33],
     [61, 50, 30],
     [61, 51, 50],
     [61, 53, 50],
     [61, 54, 55],
     [61, 55, 57],
     [61, 56, 76],
     [61, 57, 88],
     [61, 60, 53],
     [62, 0, 87],
     [62, 3, 72],
     [62, 4, 76],
     [62, 5, 62],
     [62, 6, 56],
     [62, 9, 88],
