arestas = [
     [1, 0, 42],
     [22, 10, 32],
     [22, 12, 35],
     [22, 13, 47],
     [22, 14, 70],
     [22, 15, 38],
     [22, 18, 46],
     [22, 19, 66],
     [22, 20, 63],
     [22, 21, 85],
     [23, 0, 82],
     [23, 1, 64],
     [23, 2, 62],
     [23, 3, 42],
     [23, 5, 35],
     [23, 6, 54],
     [23, 8, 45],
     [23, 9, 34],
     [23, 10, 45],
     [23, 11, 43],
     [23, 13, 66],
     [23, 16, 79],
     [23, 17, 47],
     [23, 18, 68],
     [23, 19, 68],
     [23, 20, 87],
     [23, 21, 66],
     [24, 1, 67],
     [24, 2, 86],
     [24, 3, 90],
     [24, 5, 32],
     [24, 7, 88],
     [24, 8, 49],
     [24, 10, 37],
     [24, 11, 85],
     [24, 13, 75],
     [24, 16, 86],
     [24, 18, 62],
     [24, 19, 77],
     [24, 20, 80],
     [24, 21, 46],
     [24, 22, 88],
     [24, 23, 66],
     [25, 1, 67],
     [25, 2, 30],
     [25, 3, 85],
     [25, 5, 90],
     [25, 6, 52],
     [25, 8, 75],
     [25, 10, 50],
     [25, 11, 45],
     [25, 12, 85],
     [25, 13, 59],
     [25, 14, 57],
     [25, 15, 78],
     [25, 16, 76],
     [25, 18, 35],
     [25, 19, 49],
     [25, 20, 72],
     [26, 2, 82],
     [26, 6, 59],
     [26, 7, 84],
     [26, 8, 44],
     [26, 9, 70],
     [26, 10, 74],
     [26, 12, 54],
     [26, 13, 46],
     [26, 14, 61],
     [26, 16, 83],
     [26, 17, 63],
     [26, 18, 80],
     [26, 21, 37],
     [26, 22, 45],
     [26, 24, 36],
     [26, 25, 84],
     [27, 0, 79],
     [27, 1, 68],
     [27, 2, 42],
     [27, 3, 73],
     [27, 6, 71],
     [27, 8, 35],
     [27, 9, 43],
     [27, 11, 58],
     [27, 12, 74],
     [27, 13, 62],
     [27, 14, 37],
     [27, 15, 67],
     [27, 19, 80],
     [27, 22, 86],
     [27, 23, 44],
     [27, 24, 80],
     [27, 25, 42],
     [27, 26, 61],
     [28, 0, 54],
     [28, 3, 76],
     [28, 5, 67],
     [28, 7, 59],
     [28, 8, 85],
     [28, 10, 86],
     [28, 11, 62],
     [28, 12, 63],
     [28, 14, 85],
     [28, 15, 46],
     [28, 16, 73],
     [28, 18, 83],
     [28, 20, 63],
     [28, 21, 57],
     [28, 25, 60],
     [28, 26, 85],
     [28, 27, 40],
     [29, 1, 66],
     [29, 2, 71],
     [29, 5, 46],
     [29, 7, 38],
     [29, 9, 42],
     [29, 12, 84],
     [29, 13, 62],
     [29, 14, 79],
     [29, 15, 64],
     [29, 16, 57],
     [29, 17, 54],
     [29, 20, 40],
     [29, 21, 65],
     [29, 22, 76],
     [29, 23, 36],
     [29, 24, 79],
     [29, 26, 82],
     [29, 27, 40],
     [29, 28, 50],
     [30, 0, 78],
     [30, 1, 57],
     [30, 3, 80],
     [30, 4, 31],
     [30, 6, 32],
     [30, 8, 51],
     [30, 9, 79],
     [30, 10, 66],
     [30, 11, 82],
     [30, 13, 38],
     [30, 15, 80],
     [30, 16, 86],
     [30, 17, 43],
     [30, 18, 62],
     [30, 19, 59],
     [30, 20, 87],
     [30, 22, 78],
     [30, 26, 33],
     [31, 1, 79],
     [31, 4, 88],
     [31, 5, 39],
     [31, 6, 39],
     [31, 7, 50],
     [31, 8, 59],
     [31, 9, 67],
     [31, 11, 69],
     [31, 12, 51],
     [31, 13, 31],
     [31, 15, 70],
     [31, 16, 90],
     [31, 17, 58],
     [31, 18, 47],
     [31, 19, 88],
     [31, 20, 52],
     [31, 21, 88],
     [31, 23, 71],
     [31, 25, 75],
     [31, 27, 53],
     [31, 28, 36],
     [31, 29, 30],
     [32, 0, 61],
     [32, 2, 89],
     [32, 4, 48],
     [32, 5, 85],
     [32, 6, 33],
     [32, 7, 72],
     [32, 8, 79],
     [32, 9, 90],
     [32, 12, 58],
     [32, 14, 87],
     [32, 15, 73],
     [32, 17, 67],
     [32, 18, 90],
     [32, 19, 74],
     [32, 21, 44],
     [32, 22, 75],
     [32, 23, 31],
     [32, 24, 45],
     [32, 25, 71],
     [32, 26, 71],
     [32, 27, 38],
     [32, 30, 83],
     [33, 0, 90],
     [33, 1, 69],
     [33, 2, 62],
     [33, 3, 86],
     [33, 4, 74],
     [33, 5, 80],
     [33, 8, 55],
     [33, 9, 72],
     [33, 10, 45],
     [33, 12, 54],
     [33, 13, 56],
     [33, 14, 83],
     [33, 16, 73],
     [33, 17, 33],
     [33, 19, 77],
     [33, 20, 31],
     [33, 21, 77],
     [33, 22, 35],
     [33, 24, 58],
     [33, 25, 43],
     [33, 26, 62],
     [33, 27, 78],
     [33, 29, 33],
     [33, 30, 89],
     [33, 31, 30],
     [33, 32, 54],
     [34, 0, 78],
     [34, 1, 41],
     [34, 4, 64],
     [34, 6, 45],
     [34, 7, 44],
     [34, 10, 42],
     [34, 11, 84],
     [34, 12, 48],
     [34, 14, 56],
     [34, 15, 76],
     [34, 16, 63],
     [34, 17, 59],
     [34, 19, 89],
     [34, 20, 77],
     [34, 22, 78],
     [34, 24, 87],
     [34, 25, 84],
     [34, 26, 59],
     [34, 27, 80],
     [34, 28, 55],
     [34, 29, 80],
     [34, 30, 55],
     [34, 31, 62],
     [34, 32, 55],
     [34, 33, 63],
     [35, 0, 87],
     [35, 1, 35],
     [35, 2, 80],
     [35, 3, 69],
     [35, 4, 57],
     [35, 6, 40],
     [35, 7, 69],
     [35, 9, 47],
     [35, 10, 35],
     [35, 11, 80],
     [35, 13, 39],
     [35, 15, 34],
     [35, 16, 36],
     [35, 17, 46],
     [35, 18, 63],
     [35, 19, 68],
     [35, 21, 67],
     [35, 22, 82],
     [35, 26, 83],
     [35, 27, 80],
     [35, 28, 44],
     [35, 29, 60],
     [35, 30, 51],
     [35, 31, 90],
     [35, 32, 64],
     [35, 33, 34],
     [35, 34, 79],
     [36, 2, 82],
     [36, 4, 72],
     [36, 5, 57],
     [36, 7, 54],
     [36, 8, 40],
     [36, 9, 44],
     [36, 10, 72],
     [36, 11, 86],
     [36, 12, 57],
     [36, 13, 74],
     [36, 14, 45],
     [36, 16, 72],
     [36, 17, 39],
     [36, 19, 37],
     [36, 21, 30],
     [36, 25, 68],
     [36, 27, 82],
     [36, 28, 62],
     [36, 29, 45],
     [36, 30, 39],
     [36, 31, 65],
     [36, 34, 58],
     [36, 35, 30],
     [37, 0, 80],
     [37, 1, 81],
     [37, 2, 40],
     [37, 4, 53],
     [37, 5, 54],
     [37, 6, 36],
     [37, 8, 80],
     [37, 9, 72],
     [37, 12, 57],
     [37, 14, 61],
     [37, 16, 86],
     [37, 17, 64],
     [37, 18, 37],
     [37, 19, 61],
     [37, 20, 80],
     [37, 21, 62],
     [37, 25, 58],
     [37, 26, 63],
     [37, 27, 46],
     [37, 28, 82],
     [37, 30, 51],
     [37, 31, 52],
     [37, 32, 81],
     [37, 34, 88],
     [37, 36, 63],
     [38, 0, 46],
     [38, 2, 72],
     [38, 3, 42],
     [38, 4, 31],
     [38, 5, 55],
     [38, 9, 63],
     [38, 11, 32],
     [38, 13, 90],
     [38, 14, 38],
     [38, 15, 60],
     [38, 16, 50],
     [38, 18, 80],
     [38, 19, 76],
     [38, 20, 58],
     [38, 21, 65],
     [38, 24, 41],
     [38, 25, 46],
     [38, 27, 38],
     [38, 29, 78],
     [38, 30, 44],
     [38, 32, 61],
     [38, 34, 31],
     [38, 35, 81],
     [38, 36, 67],
     [38, 37, 72],
     [39, 0, 52],
     [39, 1, 48],
     [39, 2, 33],
     [39, 5, 35],
     [39, 7, 47],
     [39, 8, 74],
     [39, 9, 78],
     [39, 10, 83],
     [39, 11, 85],
     [39, 12, 35],
     [39, 13, 57],
     [39, 14, 76],
     [39, 16, 69],
     [39, 17, 71],
     [39, 20, 66],
     [39, 22, 62],
     [39, 23, 57],
     [39, 24, 66],
     [39, 25, 66],
     [39, 26, 31],
     [39, 27, 55],
     [39, 28, 36],
     [39, 29, 46],
     [39, 30, 78],
     [39, 33, 59],
     [39, 34, 63],
     [39, 35, 71],
     [39, 36, 64],
     [40, 0, 90],
     [40, 3, 84],
     [40, 6, 42],
     [40, 7, 78],
     [40, 10, 75],
     [40, 11, 50],
     [40, 12, 72],
     [40, 13, 32],
     [40, 14, 77],
     [40, 15, 59],
     [40, 17, 58],
     [40, 18, 39],
     [40, 19, 48],
     [40, 20, 74],
     [40, 21, 80],
     [40, 22, 42],
     [40, 24, 87],
     [40, 25, 62],
     [40, 27, 36],
     [40, 28, 41],
     [40, 29, 53],
     [40, 30, 89],
     [40, 31, 61],
     [40, 32, 59],
     [40, 33, 72],
     [40, 34, 55],
     [40, 35, 90],
     [40, 37, 68],
     [40, 38, 44],
     [40, 39, 48],
     [41, 0, 62],
     [41, 1, 60],
     [41, 3, 41],
     [41, 4, 83],
     [41, 5, 82],
     [41, 8, 42],
     [41, 9, 45],
     [41, 12, 80],
     [41, 13, 65],
     [41, 14, 84],
     [41, 16, 36],
     [41, 18, 45],
     [41, 22, 31],
     [41, 23, 34],
     [41, 24, 69],
     [41, 25, 72],
     [41, 26, 31],
     [41, 27, 43],
     [41, 30, 77],
     [41, 31, 30],
     [41, 32, 85],
     [41, 33, 53],
     [41, 34, 76],
     [41, 35, 33],
     [41, 36, 67],
     [41, 37, 86],
     [41, 38, 37],
     [41, 39, 69],
     [41, 40, 46],
     [42, 0, 40],
     [42, 1, 61],
     [42, 5, 84],
     [42, 6, 78],
     [42, 7, 71],
     [42, 9, 51],
     [42, 10, 37],
     [42, 11, 64],
     [42, 13, 84],
     [42, 14, 63],
     [42, 15, 76],
     [42, 18, 74],
     [42, 19, 31],
     [42, 20, 37],
     [42, 21, 31],
     [42, 22, 84],
     [42, 23, 73],
     [42, 24, 61],
     [42, 25, 58],
     [42, 26, 68],
     [42, 27, 50],
     [42, 28, 36],
     [42, 30, 60],
     [42, 31, 79],
     [42, 32, 36],
     [42, 34, 30],
     [42, 35, 62],
     [42, 36, 63],
     [42, 38, 31],
     [42, 40, 84],
     [43, 0, 44],
     [43, 2, 41],
     [43, 3, 35],
     [43, 4, 77],
     [43, 6, 64],
     [43, 7, 67],
     [43, 9, 71],
     [43, 10, 73],
     [43, 11, 44],
     [43, 12, 68],
     [43, 13, 37],
     [43, 14, 57],
     [43, 16, 83],
     [43, 17, 66],
     [43, 20, 51],
     [43, 21, 43],
     [43, 22, 61],
     [43, 23, 53],
     [43, 25, 50],
     [43, 27, 88],
     [43, 28, 89],
     [43, 30, 38],
     [43, 31, 87],
     [43, 35, 69],
     [43, 36, 76],
     [43, 37, 47],
     [43, 38, 42],
     [43, 39, 33],
     [43, 41, 78],
     [44, 0, 40],
     [44, 1, 53],
     [44, 4, 76],
     [44, 5, 54],
     [44, 7, 41],
     [44, 9, 72],
     [44, 12, 58],
     [44, 14, 88],
     [44, 15, 36],
     [44, 17, 78],
     [44, 18, 78],
     [44, 22, 54],
     [44, 23, 55],
     [44, 25, 85],
     [44, 28, 44],
     [44, 29, 45],
     [44, 31, 37],
     [44, 32, 89],
     [44, 34, 61],
     [44, 38, 61],
     [44, 41, 34],
     [44, 42, 52],
     [44, 43, 69],
     [45, 0, 55],
     [45, 2, 71],
     [45, 3, 44],
     [45, 5, 74],
     [45, 6, 70],
     [45, 7, 34],
     [45, 10, 82],
     [45, 15, 47],
     [45, 17, 68],
     [45, 18, 55],
     [45, 19, 42],
     [45, 20, 71],
     [45, 21, 81],
     [45, 22, 72],
     [45, 23, 39],
     [45, 24, 72],
     [45, 25, 62],
     [45, 26, 36],
     [45, 28, 78],
     [45, 29, 88],
     [45, 30, 79],
     [45, 31, 45],
     [45, 32, 82],
     [45, 34, 89],
     [45, 36, 54],
     [45, 38, 71],
     [45, 39, 45],
     [45, 40, 71],
     [45, 41, 48],
     [45, 43, 66],
     [45, 44, 71],
     [46, 0, 84],
     [46, 3, 36],
     [46, 4, 34],
     [46, 6, 56],
     [46, 7, 38],
     [46, 8, 80],
     [46, 9, 70],
     [46, 10, 43],
     [46, 11, 49],
     [46, 12, 58],
     [46, 13, 88],
     [46, 14, 69],
     [46, 15, 67],
     [46, 16, 71],
     [46, 17, 77],
     [46, 18, 88],
     [46, 19, 41],
     [46, 20, 44],
     [46, 21, 68],
     [46, 22, 82],
     [46, 24, 72],
     [46, 26, 65],
     [46, 27, 48],
     [46, 29, 66],
     [46, 31, 37],
     [46, 32, 30],
     [46, 34, 62],
     [46, 36, 48],
     [46, 38, 75],
     [46, 41, 74],
     [46, 43, 72],
     [46, 45, 37],
     [47, 0, 83],
     [47, 1, 48],
     [47, 5, 69],
     [47, 7, 58],
     [47, 8, 49],
     [47, 10, 72],
     [47, 11, 63],
     [47, 12, 50],
     [47, 13, 36],
     [47, 15, 75],
     [47, 16, 72],
     [47, 17, 69],
     [47, 18, 49],
     [47, 22, 79],
     [47, 23, 90],
     [47, 24, 51],
     [47, 25, 56],
     [47, 26, 48],
     [47, 28, 52],
     [47, 29, 50],
     [47, 30, 57],
     [47, 31, 80],
     [47, 32, 70],
     [47, 33, 44],
     [47, 34, 67],
     [47, 35, 45],
     [47, 36, 64],
     [47, 37, 46],
     [47, 39, 58],
     [47, 41, 31],
     [47, 43, 44],
     [47, 44, 35],
     [47, 45, 39],
     [47, 46, 44],
     [48, 0, 43],
     [48, 1, 44],
     [48, 2, 31],
     [48, 3, 59],
     [48, 5, 82],
     [48, 6, 73],
     [48, 7, 62],
     [48, 8, 77],
     [48, 11, 32],
     [48, 12, 45],
     [48, 15, 83],
     [48, 16, 61],
     [48, 17, 46],
     [48, 18, 51],
     [48, 19, 43],
     [48, 20, 79],
     [48, 23, 56],
     [48, 24, 85],
     [48, 25, 38],
     [48, 28, 52],
     [48, 30, 51],
     [48, 31, 77],
     [48, 32, 33],
     [48, 37, 73],
     [48, 38, 42],
     [48, 40, 59],
     [48, 41, 45],
     [48, 42, 35],
     [48, 43, 81],
     [48, 45, 76],
     [48, 46, 86],
     [48, 47, 44],
     [49, 0, 72],
     [49, 1, 82],
     [49, 2, 68],
     [49, 4, 82],
     [49, 5, 82],
     [49, 6, 82],
     [49, 7, 55],
     [49, 8, 37],
     [49, 9, 45],
     [49, 10, 71],
     [49, 11, 38],
     [49, 12, 50],
     [49, 14, 79],
     [49, 16, 66],
     [49, 18, 55],
     [49, 19, 41],
     [49, 21, 40],
     [49, 24, 47],
     [49, 26, 58],
     [49, 27, 53],
     [49, 29, 66],
     [49, 31, 30],
     [49, 32, 53],
     [49, 33, 88],
     [49, 35, 43],
     [49, 39, 84],
     [49, 40, 44],
     [49, 41, 68],
     [49, 43, 68],
     [49, 44, 42],
     [49, 45, 73],
     [49, 46, 70],
     [49, 47, 76],
     [49, 48, 40],
     [50, 1, 61],
     [50, 2, 67],
     [50, 5, 75],
     [50, 6, 77],
     [50, 8, 89],
     [50, 9, 54],
     [50, 10, 84],
     [50, 11, 32],
     [50, 12, 55],
     [50, 14, 82],
     [50, 17, 45],
     [50, 18, 61],
     [50, 22, 48],
     [50, 24, 68],
     [50, 28, 66],
     [50, 30, 31],
     [50, 31, 47],
     [50, 33, 64],
     [50, 34, 71],
     [50, 36, 49],
     [50, 37, 90],
     [50, 41, 43],
     [50, 42, 34],
     [50, 43, 72],
     [50, 44, 32],
     [50, 45, 45],
     [50, 46, 69],
     [50, 47, 49],
     [50, 49, 34],
     [51, 1, 60],
     [51, 2, 30],
     [51, 4, 51],
     [51, 5, 50],
     [51, 6, 42],
     [51, 7, 74],
     [51, 8, 43],
     [51, 11, 88],
     [51, 13, 53],
     [51, 15, 34],
     [51, 17, 66],
     [51, 18, 31],
     [51, 22, 61],
     [51, 24, 54],
     [51, 25, 86],
     [51, 31, 51],
     [51, 32, 42],
     [51, 33, 39],
     [51, 34, 65],
     [51, 36, 71],
     [51, 37, 80],
     [51, 38, 58],
     [51, 39, 59],
     [51, 40, 83],
     [51, 43, 43],
     [51, 44, 46],
     [51, 45, 43],
     [51, 46, 61],
     [51, 48, 62],
     [51, 50, 53],
     [52, 0, 34],
     [52, 1, 30],
     [52, 2, 73],
     [52, 6, 41],
     [52, 7, 35],
     [52, 8, 71],
     [52, 9, 53],
     [52, 10, 31],
     [52, 11, 86],
     [52, 12, 43],
     [52, 13, 39],
     [52, 15, 33],
     [52, 16, 50],
     [52, 17, 37],
     [52, 18, 85],
     [52, 19, 79],
     [52, 21, 71],
     [52, 22, 52],
     [52, 23, 73],
     [52, 25, 65],
     [52, 27, 72],
     [52, 28, 65],
     [52, 29, 90],
     [52, 30, 33],
     [52, 31, 43],
     [52, 32, 84],
     [52, 34, 79],
     [52, 35, 32],
     [52, 37, 89],
     [52, 40, 76],
     [52, 43, 33],
     [52, 44, 49],
     [52, 45, 58],
     [52, 46, 43],
     [52, 47, 30],
     [52, 50, 34],
     [53, 0, 84],
     [53, 2, 35],
     [53, 3, 66],
     [53, 4, 30],
     [53, 6, 87],
     [53, 7, 84],
     [53, 8, 59],
     [53, 9, 80],
     [53, 10, 77],
     [53, 11, 90],
     [53, 12, 81],
     [53, 13, 69],
     [53, 15, 40],
     [53, 17, 59],
     [53, 19, 57],
     [53, 20, 39],
     [53, 22, 80],
     [53, 25, 42],
     [53, 26, 90],
     [53, 27, 83],
     [53, 28, 76],
     [53, 29, 59],
     [53, 31, 79],
     [53, 33, 60],
     [53, 34, 67],
     [53, 35, 38],
     [53, 36, 36],
     [53, 38, 42],
     [53, 39, 83],
     [53, 40, 81],
     [53, 43, 31],
     [53, 44, 37],
     [53, 46, 74],
     [53, 47, 42],
     [53, 48, 45],
     [53, 50, 56],
     [54, 0, 46],
     [54, 2, 83],
     [54, 3, 73],
     [54, 5, 51],
     [54, 6, 40],
     [54, 8, 86],
     [54, 9, 59],
     [54, 13, 40],
     [54, 14, 83],
     [54, 15, 66],
     [54, 16, 47],
     [54, 17, 35],
     [54, 21, 87],
     [54, 24, 45],
     [54, 25, 77],
     [54, 27, 59],
     [54, 29, 66],
     [54, 30, 87],
     [54, 33, 41],
     [54, 34, 81],
     [54, 36, 42],
     [54, 40, 74],
     [54, 41, 85],
     [54, 43, 81],
     [54, 44, 32],
     [54, 45, 70],
     [54, 46, 88],
     [54, 48, 75],
     [54, 49, 80],
     [54, 50, 32],
     [54, 51, 70],
     [54, 52, 46],
     [54, 53, 80],
     [55, 1, 77],
     [55, 2, 50],
     [55, 7, 34],
     [55, 8, 75],
     [55, 10, 40],
     [55, 15, 37],
     [55, 17, 42],
     [55, 19, 38],
     [55, 20, 32],
     [55, 21, 47],
     [55, 23, 72],
     [55, 26, 53],
     [55, 27, 32],
     [55, 29, 87],
     [55, 30, 90],
     [55, 31, 51],
     [55, 32, 69],
     [55, 33, 39],
     [55, 37, 88],
     [55, 41, 68],
     [55, 42, 44],
     [55, 46, 53],
     [55, 49, 46],
     [55, 52, 67],
     [56, 1, 82],
     [56, 2, 66],
     [56, 3, 77],
     [56, 4, 90],
     [56, 7, 42],
     [56, 9, 57],
     [56, 10, 72],
     [56, 12, 60],
     [56, 13, 40],
     [56, 14, 67],
     [56, 15, 63],
     [56, 16, 38],
     [56, 17, 48],
     [56, 18, 61],
     [56, 19, 78],
     [56, 20, 42],
     [56, 22, 72],
     [56, 24, 58],
     [56, 26, 66],
     [56, 27, 33],
     [56, 28, 80],
     [56, 29, 73],
     [56, 31, 86],
     [56, 33, 52],
     [56, 35, 69],
     [56, 36, 35],
     [56, 38, 67],
     [56, 39, 87],
     [56, 41, 76],
     [56, 42, 42],
     [56, 43, 66],
     [56, 44, 39],
     [56, 46, 31],
     [56, 47, 78],
     [56, 48, 49],
     [56, 49, 70],
     [56, 50, 83],
     [56, 52, 52],
     [56, 53, 89],
     [56, 55, 63],
     [57, 1, 77],
     [57, 2, 89],
     [57, 3, 64],
     [57, 4, 35],
     [57, 5, 49],
     [57, 6, 63],
     [57, 7, 31],
     [57, 8, 43],
     [57, 9, 76],
     [57, 13, 90],
     [57, 15, 35],
     [57, 16, 67],
     [57, 18, 51],
     [57, 20, 71],
     [57, 21, 59],
     [57, 22, 33],
     [57, 23, 70],
     [57, 24, 83],
     [57, 25, 76],
     [57, 26, 70],
     [57, 27, 54],
     [57, 29, 35],
     [57, 30, 51],
     [57, 31, 89],
     [57, 35, 82],
     [57, 38, 74],
     [57, 39, 84],
     [57, 41, 67],
     [57, 43, 47],
     [57, 44, 61],
     [57, 46, 35],
     [57, 47, 42],
     [57, 48, 69],
     [57, 49, 81],
     [57, 50, 48],
     [57, 52, 72],
     [57, 54, 75],
     [57, 55, 71],
     [58, 3, 36],
     [58, 5, 76],
     [58, 6, 60],
     [58, 7, 32],
     [58, 8, 70],
     [58, 9, 37],
     [58, 10, 46],
     [58, 11, 85],
     [58, 13, 83],
     [58, 14, 49],
     [58, 15, 44],
     [58, 16, 66],
     [58, 17, 90],
     [58, 18, 31],
     [58, 20, 35],
     [58, 21, 45],
     [58, 23, 61],
     [58, 24, 72],
     [58, 28, 71],
     [58, 29, 66],
     [58, 30, 52],
     [58, 33, 77],
     [58, 34, 72],
     [58, 35, 76],
     [58, 36, 34],
     [58, 37, 40],
     [58, 38, 40],
     [58, 40, 60],
     [58, 41, 54],
     [58, 42, 87],
     [58, 43, 63],
     [58, 44, 47],
     [58, 46, 55],
     [58, 47, 77],
     [58, 48, 54],
     [58, 49, 31],
     [58, 50, 41],
     [58, 53, 38],
     [58, 54, 68],
     [58, 56, 65],
     [58, 57, 75],
     [59, 1, 53],
     [59, 2, 83],
     [59, 3, 82],
     [59, 4, 82],
     [59, 5, 31],
     [59, 7, 85],
     [59, 8, 62],
     [59, 9, 76],
     [59, 11, 59],
     [59, 12, 76],
     [59, 13, 85],
     [59, 14, 53],
     [59, 15, 35],
     [59, 16, 45],
     [59, 17, 65],
     [59, 19, 78],
     [59, 20, 66],
     [59, 21, 49],
     [59, 22, 51],
     [59, 23, 52],
     [59, 25, 52],
     [59, 26, 62],
     [59, 29, 48],
     [59, 30, 59],
     [59, 31, 40],
     [59, 32, 64],
     [59, 33, 72],
     [59, 34, 33],
     [59, 38, 89],
     [59, 39, 45],
     [59, 40, 88],
     [59, 41, 80],
     [59, 43, 81],
     [59, 46, 53],
     [59, 47, 43],
     [59, 48, 55],
     [59, 50, 63],
     [59, 51, 52],
     [59, 53, 49],
     [59, 54, 32],
     [59, 55, 36],
     [59, 56, 67],
     [59, 58, 41],
     [60, 1, 46],
     [60, 4, 72],
     [60, 5, 71],
     [60, 6, 74],
     [60, 7, 76],
     [60, 8, 57],
     [60, 9, 83],
     [60, 10, 55],
     [60, 11, 45],
     [60, 17, 75],
     [60, 18, 60],
     [60, 19, 76],
     [60, 20, 40],
     [60, 24, 50],
     [60, 25, 62],
     [60, 27, 64],
     [60, 28, 46],
     [60, 29, 40],
     [60, 30, 48],
     [60, 31, 46],
     [60, 32, 73],
     [60, 34, 49],
     [60, 35, 46],
     [60, 39, 62],
     [60, 40, 82],
     [60, 41, 41],
     [60, 43, 42],
     [60, 45, 41],
     [60, 47, 48],
     [60, 51, 76],
     [60, 52, 37],
     [60, 53, 44],
     [60, 54, 32],
     [60, 55, 52],
     [60, 56, 56],
     [60, 57, 87],
     [60, 58, 78],
     [60, 59, 53],
     [61, 0, 84],
     [61, 1, 37],
     [61, 2, 60],
     [61, 6, 50],
     [61, 7, 45],
     [61, 8, 47],
     [61, 14, 83],
     [61, 15, 75],
     [61, 16, 33],
     [61, 17, 38],
     [61, 19, 41],
     [61, 21, 63],
     [61, 22, 89],
     [61, 23, 48],
     [61, 25, 46],
     [61, 26, 87],
     [61, 27, 54],
     [61, 29, 40],
     [61, 31, 80],
     [61, 32, 66],
     [61, 33, 31],
     [61, 35, 78],
     [61, 36, 68],
     [61, 40, 85],
     [61, 41, 63],
     [61, 42, 73],
     [61, 43, 80],
     [61, 47, 86],
     [61, 48, 32],
     [61, 49, 53],
     [61, 51, 31],
     [61, 52, 59],
     [61, 54, 63],
     [61, 55, 58],
     [61, 57, 86],
     [61, 58, 82],
     [61, 59, 83],
     [61, 60, 86],
